;Year;Reciever;Grant size (DKK);Description;Region;Project Category;Project Subcategory
877;2023;Vordingborg Fægtning og Multisport;"Støttet med
15.000 kr.";VorKIDS - Gøgler- og krigersjov til alle tidsperioder;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
878;2023;Støtteforeningen for Velling Naturrideskole;"Støttet med
9.000 kr.";Springpakke;Region Midtjylland;LIV I DET LOKALE;Mindre faciliteter
879;2023;De Danske Spejdere Præstø Gruppe;"Støttet med
20.000 kr.";Hængekøjeudstyr til overnatning;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
880;2023;BMI Fodbold;"Støttet med
15.000 kr.";Støtte til træningsdragter;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
881;2023;Lundsmark Krolf Klub;"Støttet med
15.000 kr.";Klubtrøjer til medlemmerne (Polo T-shirt og Fleecetrøjer);Region Syddanmark;LIV I DET LOKALE;Aktiviteter
882;2023;Gesten Lokalråd;"Støttet med
20.000 kr.";Hundeskov i Gesten;Region Syddanmark;LIV I DET LOKALE;Materialer
883;2023;Valsted Borgerforening;"Støttet med
25.000 kr.";Køkkengrej og inventar til Mødestedet i Valsted;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
884;2023;Dansk-Eritreansk Forening i Rudersdal;"Støttet med
35.000 kr.";Sommerferie på Bornholm juli 2023;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
885;2023;SurfHorsens;"Støttet med
30.000 kr.";Nybegyndere hos SurfHorsens.;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
886;2023;Rideklubben Snegla;"Støttet med
5.000 kr.";Renovering af cafeteriavogn.;Region Midtjylland;LIV I DET LOKALE;Renovering og istandsættelse
887;2023;Din fritid;"Støttet med
14.469 kr.";Folkekor;Region Syddanmark;LIV I DET LOKALE;Materialer
888;2023;Bjerre Herreds Svømmeklub;"Støttet med
25.000 kr.";Køb en skammel!;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
889;2023;Drigstrup og omegns Lokalråd;"Støttet med
40.000 kr.";Ny lege- og aktivitetsplads i Drigstrup;Region Syddanmark;LIV I DET LOKALE;Aktiviteter
890;2023;Åstrup Sportsrideklub;"Støttet med
25.000 kr.";Trofast rideskolehest til Åstrup Sportsrideklub (AASRK);Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
891;2023;Dog Run DK;"Støttet med
20.000 kr.";Kom i gang forening;Region Hovedstaden;LIV I DET LOKALE;Materialer
892;2023;Rindby Forsamlingshus;"Støttet med
42.500 kr.";Vedligehold af Rindby Forsamlingshus;Region Syddanmark;LIV I DET LOKALE;Mindre faciliteter
893;2023;Skateducate;"Støttet med
85.000 kr.";Minirampe til Aarhus Skatemiljø;Region Midtjylland;LIV I DET LOKALE;Mindre faciliteter
894;2023;Postens Marchforening, Århus;"Støttet med
5.000 kr.";Bustur til arrangementet Bornholm rundt;Region Hovedstaden;LIV I DET LOKALE;Transport
895;2023;Frøbjerg bystævne;"Støttet med
75.000 kr.";Nyt liv til bystævnet i Frøbjerg;Region Syddanmark;LIV I DET LOKALE;Renovering og istandsættelse
896;2023;Frederikshavn Havkajakklub;"Støttet med
18.500 kr.";2-er kajak til brug for prøveture o.l.;Region Nordjylland;LIV I DET LOKALE;Aktiviteter
897;2023;Vægtløfterklubben Kono;"Støttet med
20.000 kr.";DM i Bænkpres 2024;Region Syddanmark;LIV I DET LOKALE;Arrangementer
898;2023;Thyregod Spillemænd;"Støttet med
20.000 kr.";"""Thyregodtræf 2023"" Folkemusik og dans for alle";Region Midtjylland;LIV I DET LOKALE;Honorar og løn
899;2023;Albertslund Styrkeløft Forening;"Støttet med
20.000 kr.";Manglende inventar til afholdselse af DSF stævner i ASF;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
900;2023;Sortebakken Håndbold Klub;"Støttet med
5.800 kr.";Træningssæt til ungdom og udebanetrøjer+dunke til senior;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
901;2023;Long Island Culture Club;"Støttet med
50.000 kr.";Long Island Culture Camp 2023;Region Syddanmark;LIV I DET LOKALE;Honorar og løn
902;2023;Linde Medborgerhus;"Støttet med
21.000 kr.";Luft til luft varmeprojekt.;Region Midtjylland;LIV I DET LOKALE;Renovering og istandsættelse
903;2023;Pitstop til Fremtiden;"Støttet med
45.000 kr.";Kolding Kombinationer;Region Syddanmark;LIV I DET LOKALE;Arrangementer
904;2023;Rudolf Steiner-skolen i Vordingborg;"Støttet med
30.000 kr.";Sociale legerum på Rudolf Steiner Skolen;Region Sjælland;LIV I DET LOKALE;Mindre faciliteter
905;2023;Tordenskioldgarden Frederikshavn;"Støttet med
10.000 kr.";Indkøb af nye instrumenter;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
906;2023;Grønlands Idræts Forbund;"Støttet med
30.000 kr.";GAME Greenland tur til GAME Finals i Danmark;NA;LIV I DET LOKALE;Aktiviteter
907;2023;Kolt/Hasselager Idrætsforening, Fodboldafd.;"Støttet med
11.250 kr.";Fodboldens Dag 2023;Region Midtjylland;LIV I DET LOKALE;Arrangementer
908;2023;Ebdrup Forsamlingshus;"Støttet med
30.000 kr.";Etablering af fælles udetoilet ved Ebdrup forsamlingshus;Region Midtjylland;LIV I DET LOKALE;Mindre faciliteter
909;2023;Scala Gudhjem;"Støttet med
30.000 kr.";Indkøb af musikanlæg til Scala Gudhjem;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
910;2023;Nyborg eSport;"Støttet med
20.000 kr.";Nyborg eSport søger støtte til fem gaming setups;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
911;2023;Ellum Rideklub;"Støttet med
10.000 kr.";Opbevaringstelt til hestenes hø;Region Syddanmark;LIV I DET LOKALE;Materialer
912;2023;Norup og Omegns Kultur- og Idrætsforening;"Støttet med
15.000 kr.";Springudstyr;Region Midtjylland;LIV I DET LOKALE;Materialer
913;2023;Café Den Gule Stald;"Støttet med
15.000 kr.";Kalvehave Amatørmusikfestival;Region Sjælland;LIV I DET LOKALE;Mindre faciliteter
914;2023;Sommerskole Tasiilaq;"Støttet med
31.900 kr.";Sommerskole Tasiilaq;NA;LIV I DET LOKALE;Grej og udstyr
915;2023;Triatlon Danmark;"Støttet med
20.000 kr.";Triatlon Sommercamp;Region Nordjylland;LIV I DET LOKALE;Aktiviteter
916;2023;IFM Håndbold;"Støttet med
15.000 kr.";Familiefredag;Region Midtjylland;LIV I DET LOKALE;Arrangementer
917;2023;Samlingspunkt Indre By;"Støttet med
15.000 kr.";Transport og opbevaring til udflugtsture;Region Hovedstaden;LIV I DET LOKALE;Transport
918;2023;Esport Vesthimmerland;"Støttet med
20.000 kr.";Nye gamer pc;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
919;2023;Arab Film Festival;"Støttet med
10.000 kr.";Arab Film festival;Region Midtjylland;LIV I DET LOKALE;PR og kommunikation
920;2023;Horne forenede Sportsklubber;"Støttet med
60.000 kr.";Etablering af padelbane;Region Syddanmark;LIV I DET LOKALE;Mindre faciliteter
921;2023;Egå Squash klub;"Støttet med
19.520 kr.";Etablering af ungdomsafdeling i Egå Squash Klub;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
922;2023;Rø pensionistforening;"Støttet med
10.000 kr.";Teleslynge til mødelokale/medborgerhus;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
923;2023;Ho Bugt Havbad;"Støttet med
362.000 kr.";Havbadere i Esbjerg;Region Syddanmark;HER GROR VI;Faciliteter og aktiviteter
924;2023;Faaborg-Midtfyn kommune;"Støttet med
400.000 kr.";Fællesdrivhus midt i Årslev;Region Syddanmark;HER GROR VI;Faciliteter og aktiviteter
925;2023;Institut for (x);"Støttet med
971.000 kr.";Bylegehaven;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
926;2023;Civica;"Støttet med
567.500 kr.";Vi er alle i samme båd;Region Syddanmark;HER GROR VI;Faciliteter og aktiviteter
927;2023;FællesBo;"Støttet med
988.300 kr.";Den grønne og blå oase i Holtbjerg;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
928;2023;Viborg kommune;"Støttet med
750.000 kr.";Udeliv, læring og bevægelse i naturen midt i byen;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
929;2023;Grundejerforeningen Bøtø;"Støttet med
618.000 kr.";Åbne naturen for mennesker - åbne mennesker for naturen;Region Sjælland;HER GROR VI;Faciliteter og aktiviteter
930;2023;Klippinge Borgerforening;"Støttet med
246.500 kr.";Klippinge Bypark opsætning af Shelter og multtoilet;Region Sjælland;HER GROR VI;Faciliteter og aktiviteter
931;2023;Verdens Mindste Kulturhus;"Støttet med
654.247 kr.";Baghaven: Nørrebros spirende byhave-fællesskab;Region Hovedstaden;HER GROR VI;Faciliteter og aktiviteter
932;2023;Holstebro Roklub;"Støttet med
866.538 kr.";Søsportens Center, Holstebro;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
933;2023;Randers Kommune;"Støttet med
700.000 kr.";Klyngehuset Kronjylland;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
934;2023;ALABU BOLIG;"Støttet med
429.319 kr.";Vestbyen Skovhave, Aalborg Vestby;Region Nordjylland;HER GROR VI;Faciliteter og aktiviteter
935;2023;FONDEN FOR SAMLINGEN AF MODERNE. INTERNATIONAL GLASKUNST;"Støttet med
772.000 kr.";Byens terasse;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
936;2023;Foreningen Kulturgrunden;"Støttet med
472.369 kr.";Kulturhaven i Hornslet;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
937;2023;Aktivitetscenter Vestervig-Agger;"Støttet med
522.654 kr.";Æblefællesskab og skolehave;Region Nordjylland;HER GROR VI;Faciliteter og aktiviteter
938;2023;Trøjborg Fællesråd;"Støttet med
974.440 kr.";Trøjborgs Grønne Hjørne;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
939;2023;Friplejehjemmet Hesselvang;"Støttet med
801.444 kr.";Frøsang Bakke - Anlægget i Hvalpsund;Region Nordjylland;HER GROR VI;Faciliteter og aktiviteter
940;2023;Dansk Fibershed;"Støttet med
513.095 kr.";Mobilt orangeri og plantefarvehave i Aarhus;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
941;2023;Palmestrandens Venner.;"Støttet med
300.000 kr.";Projekt oplevelses-skov;Region Nordjylland;HER GROR VI;Faciliteter og aktiviteter
942;2023;Sorø Vinterbadeklub - Hold hovedet koldt;"Støttet med
367.000 kr.";Badebro ved Sorø Vinterbadeklub;Region Sjælland;HER GROR VI;Faciliteter og aktiviteter
943;2023;Stevns kommune;"Støttet med
350.000 kr.";Kulturhaven i Hårlev;Region Sjælland;HER GROR VI;Faciliteter og aktiviteter
944;2023;Silkeborg Kommune;"Støttet med
200.000 kr.";Naturlaboratorium med byhaver og læringsrum i Silkeborg;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
945;2023;Det Bæredygtige Forsamlingshus på Frederiksberg;"Støttet med
710.600 kr.";Dyrk Naturen - en grøn by-oase på Frederiksberg;Region Hovedstaden;HER GROR VI;Faciliteter og aktiviteter
946;2023;KFUM SPEJDERNE HERLUFSHOLM GRUPPE;"Støttet med
530.315 kr.";En Oase af Natur i Næstved Nord;Region Sjælland;HER GROR VI;Faciliteter og aktiviteter
947;2023;Det Danske Spejderkorps Lyngspejderne;"Støttet med
400.000 kr.";Overdækket aktivitetsplads til sjov, leg og læring;Region Sjælland;HER GROR VI;Faciliteter og aktiviteter
948;2023;Hedensted Kommune;"Støttet med
675.000 kr.";Trykkeriparken - Hedensteds grønne mødested;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
949;2023;Boligselskabet Sjælland;"Støttet med
931.500 kr.";Fællesskabet Blomstrer i Boligselskabet Sjælland;Region Sjælland;HER GROR VI;Faciliteter og aktiviteter
950;2023;BAGSVÆRD FRISKOLE (HANNA-SKOLEN);"Støttet med
679.038 kr.";B-Free sanserne;Region Hovedstaden;HER GROR VI;Faciliteter og aktiviteter
951;2023;KIRKENS KORSHÆR;"Støttet med
547.600 kr.";Arbejdsfællesskabet Løgstrupgårdens haveprojekt;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
952;2023;Gårdlauget Den Grønne Firkant;"Støttet med
568.000 kr.";Den grønne firkant - en fælles permakulturgård;Region Hovedstaden;HER GROR VI;Faciliteter og aktiviteter
953;2023;Domi Bolig;"Støttet med
500.000 kr.";Brakken – tilflugtssted for folk og fæ;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
954;2023;Thy Wakeboard;"Støttet med
344.320 kr.";Vandhaver i Cold Hawaii Inland;Region Nordjylland;HER GROR VI;Faciliteter og aktiviteter
955;2023;LØGUMKLOSTER REFUGIUM;"Støttet med
950.000 kr.";Munkenes enge og vandløb;Region Syddanmark;HER GROR VI;Faciliteter og aktiviteter
956;2023;N KOCHS SKOLE;"Støttet med
985.000 kr.";NaturTingSted Trøjborg;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
957;2023;STIGE FRISKOLE;"Støttet med
508.454 kr.";Stiges vilde legeområde;Region Syddanmark;HER GROR VI;Faciliteter og aktiviteter
958;2023;DET LILLE TEATER;"Støttet med
241.000 kr.";Biernes By og Biernes Byteater;Region Hovedstaden;HER GROR VI;Faciliteter og aktiviteter
959;2023;Isfuglen - Brejning Badeklub;"Støttet med
990.000 kr.";Isfuglen søger rede;Region Syddanmark;HER GROR VI;Faciliteter og aktiviteter
960;2023;Egebjerg og Omegns Bylaug;"Støttet med
997.035 kr.";Egebjerg Multi Bypark - en lokal, fællesskabende oase;Region Sjælland;HER GROR VI;Faciliteter og aktiviteter
961;2023;Vridsløsemagle Bylaug;"Støttet med
500.000 kr.";Forskønnelse af Forten;Region Hovedstaden;HER GROR VI;Faciliteter og aktiviteter
962;2023;Nexø og omegns borgerforening;"Støttet med
400.000 kr.";Paradisplads på hjørnet af Paradisvej og Grønnegade i Nexø;Region Hovedstaden;HER GROR VI;Faciliteter og aktiviteter
963;2023;Voldum Lokalråd;"Støttet med
436.371 kr.";Vi skaber sammen Naturskønt område;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
964;2023;Sneum-Tjæreborg lokalråd;"Støttet med
919.100 kr.";Tjæreborgs Gamle Grusgrave;Region Syddanmark;HER GROR VI;Faciliteter og aktiviteter
965;2023;Bjert Beboerforening;"Støttet med
753.563 kr.";Åsted i Sdr. Bjert;Region Syddanmark;HER GROR VI;Faciliteter og aktiviteter
966;2023;SCT NORBERTS SKOLE;"Støttet med
450.000 kr.";Fra skolegård til grønt og bæredygtigt by- og uderum;Region Syddanmark;HER GROR VI;Faciliteter og aktiviteter
967;2023;Boligforeningen 3B;"Støttet med
975.750 kr.";Folehavens Forrådskammer;Region Hovedstaden;HER GROR VI;Faciliteter og aktiviteter
968;2023;Hos Venner;"Støttet med
479.469 kr.";Maritim oplevelsesbro ved Ho Havn;Region Syddanmark;HER GROR VI;Faciliteter og aktiviteter
969;2023;Boligforeningen VIBO;"Støttet med
803.000 kr.";Vilde havefællesskaber;Region Hovedstaden;HER GROR VI;Faciliteter og aktiviteter
970;2023;Tilsted Beboerforening;"Støttet med
660.500 kr.";NATURBROEN - Ny grøn forbindelse mellem bydel i Thisted;Region Nordjylland;HER GROR VI;Faciliteter og aktiviteter
971;2023;Vejle Kommune;"Støttet med
693.401 kr.";Det Grønne Loop på Nørremarken i Vejle;Region Syddanmark;HER GROR VI;Faciliteter og aktiviteter
972;2023;Finderup By og Land;"Støttet med
224.500 kr.";Byforskønnende og grønne tiltag i Finderup (8800 Viborg);Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
973;2023;Aktivitetscenter Povlsbjerg;"Støttet med
1.000.000 kr.";Vojens Bypark - den grønne oase;Region Syddanmark;HER GROR VI;Faciliteter og aktiviteter
974;2023;Foreningen til fremme af etablering af en Multipark i Hillerød;"Støttet med
1.000.000 kr.";Street-Lab Gror sammen;Region Hovedstaden;HER GROR VI;Faciliteter og aktiviteter
975;2023;søsportsklubben Vilsund;"Støttet med
1.000.000 kr.";Fjordlegeplads Vilsund;Region Nordjylland;HER GROR VI;Faciliteter og aktiviteter
976;2023;Nordlangeland Lokalråd;"Støttet med
1.000.000 kr.";Snøde mødes i naturen;Region Syddanmark;HER GROR VI;Faciliteter og aktiviteter
977;2023;Randers Kommune;"Støttet med
1.000.000 kr.";Justesens Plæne – nyt mødested i deltaet;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
978;2023;Boldklubben Skjold;"Støttet med
1.000.000 kr.";Åben taghave på BK Skjolds klubhus;Region Hovedstaden;HER GROR VI;Faciliteter og aktiviteter
979;2023;AAB Vejle;"Støttet med
1.000.000 kr.";Nordholmen - Udeforsamlingshus i Vejle Ådal;Region Syddanmark;HER GROR VI;Faciliteter og aktiviteter
980;2023;Kroppedal Museum;"Støttet med
50.000 kr.";Energioptimering i form af solceller;Region Hovedstaden;LIV I DET LOKALE;Byggeri
981;2023;Birkerød Basketball;"Støttet med
15.000 kr.";Tøj og udstyr til børn og unge;Region Hovedstaden;LIV I DET LOKALE;Materialer
982;2023;Foreningen Københavns Cykelfællesskab;"Støttet med
25.000 kr.";Børn på hjul;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
983;2023;Det Kærlige Måltid S/I;"Støttet med
20.000 kr.";Nærende og velsmagende måltider til sygdomsramte familier;Region Nordjylland;LIV I DET LOKALE;Aktiviteter
984;2023;Hestebedgårds Venneforening, Orø;"Støttet med
50.000 kr.";Bygningsfaciliteter (Toiletvogn + varmepumper);Region Sjælland;LIV I DET LOKALE;Mindre faciliteter
985;2023;Herning Svæveflyveklub;"Støttet med
30.000 kr.";Udvikling af nyt optræksspil i Herning Svæveflyveklub;Region Midtjylland;LIV I DET LOKALE;Materialer
986;2023;Museum Odense S/I;"Støttet med
50.000 kr.";Know Town Lounge;Region Syddanmark;LIV I DET LOKALE;Arrangementer
987;2023;Mødrehjælpens lokalforening Vordingborg;"Støttet med
25.000 kr.";Sommerlejr 2023;Region Sjælland;LIV I DET LOKALE;Aktiviteter
988;2023;Langkastrup Forsamlingshus;"Støttet med
20.000 kr.";Energioptimering & bygningsoptimering i Langkastrup.;Region Midtjylland;LIV I DET LOKALE;Renovering og istandsættelse
989;2023;Asaa SUP;"Støttet med
25.000 kr.";Havemøbler, dør og beachflag;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
990;2023;Veddelev Outdoor;"Støttet med
150.000 kr.";Støtte til et naturtræningsstativ;Region Sjælland;LIV I DET LOKALE;Mindre faciliteter
991;2023;Herning FDF/FPFS Fritids- og Lejrcentre;"Støttet med
25.000 kr.";Klimaneutral spejderlejr;Region Midtjylland;LIV I DET LOKALE;Renovering og istandsættelse
992;2023;Downs Foreningen Nordsjælland;"Støttet med
5.000 kr.";Juletræsfest;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
993;2023;Kalundborg Firma og Familie Sport;"Støttet med
28.220 kr.";Naturvandring i Kalundborg Firma og Familie Sport;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
994;2023;Image - Center For Fotografi;"Støttet med
15.000 kr.";PWA: X Future Revisited (Photobook Week Aarhus 2023);Region Midtjylland;LIV I DET LOKALE;Arrangementer
995;2023;Haastrup Friskole S/I;"Støttet med
20.000 kr.";Landskabsbåndet - et fælles kunst- og naturprojekt;Region Syddanmark;LIV I DET LOKALE;Honorar og løn
996;2023;Bornholms Regionskommune;"Støttet med
15.000 kr.";Bornholm Craft Weeks 2023;Region Hovedstaden;LIV I DET LOKALE;PR og kommunikation
997;2023;Foreningen Frivilligcenter Albertslund;"Støttet med
20.000 kr.";Det Kreative Værksted;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
998;2023;Kvik Søby Boldklub;"Støttet med
75.000 kr.";Fitnessmaskiner;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
999;2023;Høje-Taastrup Modelflyveklub;"Støttet med
50.000 kr.";Høje-Taastrup modelflyveklub grøn omstilling;Region Hovedstaden;LIV I DET LOKALE;Byggeri
1000;2023;Kolding-Sjølund-Udvikling;"Støttet med
75.000 kr.";Idræts-, Aktivitets- og Legeområde i Sjølund;Region Syddanmark;LIV I DET LOKALE;Mindre faciliteter
1001;2023;Kulturforeningen Hugin;"Støttet med
10.000 kr.";Tilskud til foreningens årlige daghøjskole;Region Syddanmark;LIV I DET LOKALE;Aktiviteter
1002;2023;Korkassen, Stilling Koret;"Støttet med
7.500 kr.";Magnificat af John Rutter;Region Midtjylland;LIV I DET LOKALE;Arrangementer
1003;2023;Swim Team Taastrup;"Støttet med
62.750 kr.";Rygstartsbøjler;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
1004;2023;Rødding Borgerforening;"Støttet med
15.000 kr.";Lokaldysten - Bevæg dig for livet;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
1005;2023;Fonden Jernstøberiet, Asaa-Vores Kulturfabrik;"Støttet med
20.000 kr.";Outdoor-Messe 2023;Region Nordjylland;LIV I DET LOKALE;Aktiviteter
1006;2023;Børns Voksenvenner;"Støttet med
15.000 kr.";Regionsudflugt for vennepar i region Sjælland;Region Sjælland;LIV I DET LOKALE;Aktiviteter
1007;2023;Hørsholm Baseball Softball Klub;"Støttet med
40.000 kr.";EM Softball 2023 - Verdens bedste EM.;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
1008;2023;Værløse Flyhistoriske Hangar;"Støttet med
15.000 kr.";Udskiftning af lysrør til LED-rør i 2 hangarhaller;Region Hovedstaden;LIV I DET LOKALE;Renovering og istandsættelse
1009;2023;Vestervangrådet;"Støttet med
40.000 kr.";Åbent værksted i Folkehuset Vestervang;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
1010;2023;Foreningen Paneeraq Samsø;"Støttet med
40.000 kr.";Galeasen Paneeraq Samsø får regntæt dæk;Region Midtjylland;LIV I DET LOKALE;Renovering og istandsættelse
1011;2023;Hostrup Forsamlingshus;"Støttet med
75.000 kr.";Nyt liv i Hostrup Forsamlingshus;Region Syddanmark;LIV I DET LOKALE;Renovering og istandsættelse
