,Title,Grant size (DKK),Receiver,Project_category,Project_subcategory
1349,"RoboBraille - supporting inclusive, barrier-free education for children and youth in the Czech Republic and Slovakia (2016)",4000000,RoboBraille Outreach,Unge og uddannelse i Europa,Unge og uddannelse i Europa
1350,Bevilling til Medarbejderfonden (2016),75000000,Medarbejderfond for VKR Gruppen,Villum Fonden,Villum Fonden
1351,Naturpleje af ålegræs på fjordbunden (2016),662006,Aarhus Universitet,Miljø og klima,Miljø og klima
1352,Grønne marker og stærke rødder (2016),3900000,Københavns Universitet,Miljø og klima,Miljø og klima
1353,Glyphosatbehandling af afgrøder: Er det en bæredygtig strategi? (2016),5000000,Aarhus Universitet,Miljø og klima,Miljø og klima
1354,Child Advocacy Centre – helping children victims of abuse and their caregivers (2016),15000000,Empowering Children Foundation,Unge og uddannelse i Europa,Unge og uddannelse i Europa
1355,Renovering af Ordrupgaards Palmehus (2016),3200000,Ordrupgaard,Kultur og samfund,Andre projekter
1356,Tang.nu - danske tangressourcer i spil (2016),5000000,Aarhus Universitet,Miljø og klima,Miljø og klima
1357,Toldboden (2016),2000000,Sydvestjyske Museer,Kultur og samfund,Andre projekter
1358,CUBE POINT – autism friendly inclusive community place and training centre (2016),4200000,‘Kockacsoki’ Social Enterprise,Unge og uddannelse i Europa,Unge og uddannelse i Europa
1359,Innovative and environment friendly integrated day care (2016),8800000,Fundacja Ekologiczna – Wychowanie i Sztuka „Elementarz”,Unge og uddannelse i Europa,Unge og uddannelse i Europa
1360,Fransk elegance og dansk snilde – Fransk-danske kunstforbindelser i den danske enevældes tid (2016),570000,Nationalmuseet,Kultur og samfund,Andre projekter
1361,Omsætning i “Plastisfæren”: Mikroplasts biogeokemiske skæbne i havmiljøet (2016),9700000,Syddansk Universitet,Teknisk og naturvidenskabelig forskning,Villum Young Investigator
1362,Energieffektiv optisk kommunikation ved 2 mikrometer over kapacitetsgrænsen (2016),10000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Villum Young Investigator
1363,Nye molekylære metoder til bekæmpelse af biller (2016),8500000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Villum Young Investigator
1364,Grænsebrydning inden for spredningsamplituder: etablering af en forståelse via computerteknologi (og omvendt) (2016),7400000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Villum Young Investigator
1365,Development of the “Family by Play” method for use with children in vulnerable families (2016),6300000,CEKAS z.u.,Unge og uddannelse i Europa,Unge og uddannelse i Europa
1366,Udvikling af to-dimensionelle materialer ved hjælp af syntetisk design (2016),8600000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Villum Young Investigator
