,Title,Project Category,Receiver Name,Grant size (DKK)
922,"Autonomitet, ligestilling og forbedring af livsbetingelser for unge kvinder i Binga (2022)",Voksenlivets overgange og forandringer,Seniorer Uden Grænser - Foreninger,20.000 kr.
923,Bogudgivelse: Verden er en pose fuld af oplevelser (2022),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),15.000 kr.
924,Anskaffelse af udstyr til forsamlingshuset (2022),Voksenlivets overgange og forandringer,Kronhede Forsamlingshus,62.600 kr.
925,Udflugt til Moesgård Museum (2022),Voksenlivets overgange og forandringer,Hoven Kvindehøjskole,14.300 kr.
926,Indkøb af robåd (2022),Voksenlivets overgange og forandringer,Aalborg Roklub,90.000 kr.
927,Bordtennisborde til bordtennis for ældre (2022),Voksenlivets overgange og forandringer,Sjørring Bordtennisklub,20.000 kr.
928,Bogudgivelse: N.F.S. Grundtvig biografi på engelsk og dansk (2022),Voksenlivets overgange og forandringer,Aarhus Universitetsforlag,25.000 kr.
929,Indkøb til bridge og håndarbejde (2022),Voksenlivets overgange og forandringer,Krepo-Odense,50.000 kr.
930,IT-hjælp til MitID (2022),Voksenlivets overgange og forandringer,Ældre hjælper Ældre - Odense,17.000 kr.
931,Motionsredskaber til brug for ældre (2022),Voksenlivets overgange og forandringer,Støtteforeningen Paraplyens Venner,77.000 kr.
932,Engelsk-Italiensk koncert (2022),Voksenlivets overgange og forandringer,Foreningen Tidlig Musik Bornholm,3.500 kr.
933,Indretning af nyt undervisningssted (2022),Voksenlivets overgange og forandringer,Lejreegnens Husflids Forening,90.000 kr.
934,Bogudgivelse: Fall in love with Rapakivi (2022),Voksenlivets overgange og forandringer,Den Fynske Stenklub,7.500 kr.
935,Anskaffelse af skanner (2022),Voksenlivets overgange og forandringer,Dansk Jernbane-Klub Jernbanebøger,20.000 kr.
936,Bogudgivelse: Nationale drømme - Historien om Canada (2022),Voksenlivets overgange og forandringer,Gads Forlag,15.000 kr.
937,Førstehjælpskursus inkl. hjertestarter (2022),Voksenlivets overgange og forandringer,Ældre Sagen - Hovedkontor,6.000 kr.
938,"Bogudgivelse: Under Verden, digte (2022)",Voksenlivets overgange og forandringer,Forlaget Attika,7.500 kr.
939,Sammenkomst for døve ukrainske flygtninge (2022),Voksenlivets overgange og forandringer,Fredericia Tegnsprogsforening,5.000 kr.
940,Indkøb af Pull up/push down maskine (2022),Voksenlivets overgange og forandringer,Brugerrådet Lokalcenter Skåde,10.000 kr.
941,Udstillingsprojekt: Sammen - hver for sig (2022),Voksenlivets overgange og forandringer,,5.750 kr.
942,CD-udgivelse: Den smalle sti (2022),Voksenlivets overgange og forandringer,Musiccode ApS,5.000 kr.
943,Anskaffelse af kajakker til seniorroning (2022),Voksenlivets overgange og forandringer,Senior Kajakture,15.000 kr.
944,Bogudgivelse: Bibelens kvinder (2022),Voksenlivets overgange og forandringer,Kristeligt Dagblads Forlag,25.000 kr.
945,Bogudgivelse: Hovedstadsmetropolen - den danske byregion 1850-1990 (2022),Voksenlivets overgange og forandringer,Bogforlaget Frydenlund,30.000 kr.
946,Indkøb af forstærker og højtaler (2022),Voksenlivets overgange og forandringer,Gl. Brovst Beboerlaug,10.000 kr.
947,Trædrejebænk (2022),Voksenlivets overgange og forandringer,Fri Hobby,30.000 kr.
948,Håb og selvbestemmelse i hverdagslivet (Covid-19 relateret tillægsansøgning) (2022),Sociale indsatser,Peer-Partnerskabet,657.496 kr.
949,Bogudgivelse: Advent (2022),Voksenlivets overgange og forandringer,Dansk Bogforlag,15.000 kr.
950,Bogudgivelse: Danske tog med forbrændingsmotor gennem 100 år (2022),Voksenlivets overgange og forandringer,Bane Bøger,12.000 kr.
951,Renovering af fælleshuse og køb af 4 præfabrikerede skure (2022),Voksenlivets overgange og forandringer,N/F Ellebakken,50.000 kr.
952,Udvikling af formidling og udstillinger (2022),Voksenlivets overgange og forandringer,Hørvævsmuseet på Krengerup,125.000 kr.
953,Mobilt teleslynge- og kommunikationssystem (2022),Voksenlivets overgange og forandringer,Danske Handicaporganisationer,65.000 kr.
954,Bogudgivelse: Uniformer ved danske jernbaneselskaber fra 1847 til 1980 (2022),Voksenlivets overgange og forandringer,Dansk Jernbane-Klub Jernbanebøger,15.000 kr.
955,"Indkøb af computer, printer og mikrofon (2022)",Voksenlivets overgange og forandringer,"Hemingway Club 2, Køge",15.000 kr.
956,Bogudgivelse: Helt tæt på vilde dyr i Afrika (2022),Voksenlivets overgange og forandringer,Forlaget BogForm/Formprint,15.000 kr.
957,VOKS - et socialøkonomisk og rummeligt arbejdsfællesskab for sårbare ledige i et udsat boligområde - Tillæg (COVID 19) (2022),Sociale indsatser,Fonden VOKS,287.000 kr.
958,Bordtennisborde (2022),Voksenlivets overgange og forandringer,Odder Bordtennis,30.000 kr.
959,Bogudgivelse: Kongens Lyngby som det var engang (2022),Voksenlivets overgange og forandringer,Greens Forlag,15.000 kr.
960,Indkøb til New Ages Curling (2022),Voksenlivets overgange og forandringer,Slagelse Kommune,19.000 kr.
961,Bogudgivelse: Forlist på Krageøen (2022),Voksenlivets overgange og forandringer,Forlaget Hedwig ApS (Mellemgaard),10.000 kr.
962,Indkøb af billard borde (2022),Voksenlivets overgange og forandringer,Billard Klubben Søborg,35.000 kr.
963,Bogudgivelse: Sejr for enhver pris (2022),Voksenlivets overgange og forandringer,,10.000 kr.
964,Indkøb af Stiga Tornado Havetraktor (2022),Voksenlivets overgange og forandringer,Låsby Boldklub,8.000 kr.
965,Bogudgivelse: Fredericias Sociale Vejviser - Hvem Hjælper Hvem? (2022),Voksenlivets overgange og forandringer,Fredericia FrivilligCenter,11.250 kr.
966,Bogudgivelse: En ganske almindelig dag (2022),Voksenlivets overgange og forandringer,Forlaget Hedwig ApS (Mellemgaard),7.500 kr.
967,Stafet for livet (2022),Voksenlivets overgange og forandringer,Kræftens Bekæmpelse,50.000 kr.
968,Bogudgivelse: De bornholmske runde gudshuse (2022),Voksenlivets overgange og forandringer,Forlaget Trykværket,7.500 kr.
969,"Bogudgivelse: Den grønne by - Børn, bold og flammedans (2022)",Voksenlivets overgange og forandringer,Bogforlaget Frydenlund,15.000 kr.
970,Udskiftning af gamle udtjente inriggere (2022),Voksenlivets overgange og forandringer,Birkerød Ro- og Kajakklub,100.000 kr.
971,Ekstraordinær donation til Ukraine - Sikring og bevarelse af ukrainsk kulturarv (2022),Human- og samfundsvidenskabelig forskning og kultur,Blue Shield Danmark,5 mio. kr.
972,Bogudgivelse: Naturen ved strand og hav (2022),Voksenlivets overgange og forandringer,Historia Group Forlag Aps,10.000 kr.
973,Seniorer på turné (2022),Voksenlivets overgange og forandringer,Parkteatret,20.000 kr.
974,Bogudgivelse: Over daglig vande (2022),Voksenlivets overgange og forandringer,Sydhav Forlag,10.000 kr.
975,Bogudgivelse: Tangloppen Tanja (2022),Voksenlivets overgange og forandringer,Forlaget Ådalen,10.000 kr.
976,Afholdelse af seniormøde (2022),Voksenlivets overgange og forandringer,AKI Aulby Kultur og idrætsforening,5.800 kr.
977,Trampolin til Slidgigtstræning (2022),Voksenlivets overgange og forandringer,Aktivitetscenter Hvidovre Kommune,3.000 kr.
978,Allegro-korets 10 års jubilæum (2022),Voksenlivets overgange og forandringer,Allegro Koret,9.500 kr.
979,"Bogudgivelse: Tro i tiden, bekendelser fra oldkirken til i dag (2022)",Voksenlivets overgange og forandringer,Teologi for Lægfolk,10.000 kr.
980,Nye møbler og belysning i social cafe (2022),Voksenlivets overgange og forandringer,Blå Kors Danmark,65.000 kr.
981,Anskaffelse af teleslyngeanlæg (2022),Voksenlivets overgange og forandringer,Danske Seniorer,30.000 kr.
982,Udgivelse: Sten i det danske landskab (2022),Voksenlivets overgange og forandringer,Den Fynske Stenklub,20.000 kr.
983,"Foredrag med organisk psykoterapeut, Susanne Nemholt (2022)",Voksenlivets overgange og forandringer,Høreforeningen,4.000 kr.
984,Udgivelse af det digitale magasin Firkløveret (2022),Voksenlivets overgange og forandringer,FIRKLØVERET - omsorg i ældreplejen,20.000 kr.
985,Bogudgivelse: Bjergby Mygdal KFUM Spejder - jubilæumsbog (2022),Voksenlivets overgange og forandringer,Østvendsyssel Folkeblad A/S Ugeposten,10.000 kr.
986,"Bogudgivelse: Hør, lille frk. Clausen (2022)",Voksenlivets overgange og forandringer,Virksund Egnsmuseum,15.000 kr.
987,Bogudgivelse: Litterære Glansbilleder III (2022),Voksenlivets overgange og forandringer,Forlaget Reklamika,10.000 kr.
988,Bogudgivelse: Mine erindringer (2022),Voksenlivets overgange og forandringer,JB Historie,7.500 kr.
989,Indkøb af ny duocykel (2022),Voksenlivets overgange og forandringer,Hellevad & Egvad Pensionistforening,65.000 kr.
990,Bogudgivelse: Skæbnerytteren (2022),Voksenlivets overgange og forandringer,Forlaget Hedwig ApS (Mellemgaard),10.000 kr.
991,"Foredrag om ""det gode liv"" og guidede gåture (2022)",Voksenlivets overgange og forandringer,Samklang,45.000 kr.
992,Bogudgivelse: Tabte mælet - er der mere at sige? (2022),Voksenlivets overgange og forandringer,Forlaget Underskoven,7.500 kr.
993,Indkøb af kopimaskine (2022),Voksenlivets overgange og forandringer,Seniorklubben Bjerregrav-området,20.000 kr.
994,Løvspringstur guided rundvisning 2022 (2022),Voksenlivets overgange og forandringer,Alkestrup Seniorklub,1.600 kr.
995,Bogudgivelse: Opstandelse (2022),Voksenlivets overgange og forandringer,Forlaget Multivers ApS,10.000 kr.
996,Bogudgivelse: Sådan lidt fra oven (2022),Voksenlivets overgange og forandringer,Forlaget Ådalen,10.000 kr.
997,Bogudgivelse: Installation i glimt (2022),Voksenlivets overgange og forandringer,Forlaget Hedwig ApS (Mellemgaard),7.500 kr.
998,Højskolesangbøger (2022),Voksenlivets overgange og forandringer,Seniorbofællesskabet Margrethehåbsparken AB,19.000 kr.
999,Bogudgivelse: Fra RIIS til RUC. Vejen fra syvende kartoffelrække til universitetet (2022),Voksenlivets overgange og forandringer,Forlaget Kahrius,10.000 kr.
1000,Fjordhaven – en social maritim nyttehave i Roskilde Fjord (2022),Voksenlivets overgange og forandringer,Roskilde Oplevelseshavn,66.900 kr.
1001,Bogudgivelse: Pseudoforskning (2022),Voksenlivets overgange og forandringer,Forlaget Multivers ApS,10.000 kr.
1002,Bogudgivelse: Ørnhøj by og land - før og nu (2022),Voksenlivets overgange og forandringer,Ørnhøj Lokalarkiv,26.250 kr.
1003,Bogudgivelse: Historisk teologi (2022),Voksenlivets overgange og forandringer,Forlaget Eksistensen,15.000 kr.
1004,Kystterrasser i Lildstrand - planter til skråningsbeskyttelse/herlighedsværdi (2022),Voksenlivets overgange og forandringer,Lildstrand Landingsplads,30.000 kr.
1005,Bogudgivelse: Jeg skal ikke på plejehjem! - Erindringer om fremtiden (2022),Voksenlivets overgange og forandringer,Forlaget Rebild,10.000 kr.
1006,Bogudgivelse: Fødestavn og valgstavne (2022),Voksenlivets overgange og forandringer,Forlaget Legimus,7.500 kr.
1007,Ældres etablering af flagkorps (2022),Voksenlivets overgange og forandringer,Hvalpsund Borgerforening,25.000 kr.
1008,Bogudgivelse: 50-års Jubilæumsbog (2022),Voksenlivets overgange og forandringer,"De Blå Baretter, Næstved & Omegn",10.000 kr.
1009,Bogudgivelse: Den Blå Skov (2022),Voksenlivets overgange og forandringer,Søgaard Consulting / Rold Skov Bøger,10.000 kr.
1010,Bogudgivelse: Farven på min skjorte (2022),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),15.000 kr.
1011,Bogudgivelse: Ivan - og Putin - ved hvor du bor (2022),Voksenlivets overgange og forandringer,Bogforlaget Frydenlund,15.000 kr.
1012,Indkøb af bordtennisborde til Bat60+ (2022),Voksenlivets overgange og forandringer,Billund Idrætsforening,25.000 kr.
1013,Højtaleranlæg til samlingslokale (2022),Voksenlivets overgange og forandringer,Alkestrup Seniorklub,25.000 kr.
1014,Anskaffelse af to løfteborde (2022),Voksenlivets overgange og forandringer,Vejen Miniby,50.000 kr.
1015,Bogudgivelse: Wagners verden (2022),Voksenlivets overgange og forandringer,Forlaget Multivers ApS,15.000 kr.
1016,Aktiviteter for pensionister og efterlønnere (2022),Voksenlivets overgange og forandringer,"HK Sjælland, Køge Seniorklub",20.000 kr.
1017,Udvikling af ilandstigningsbøjle (2022),Voksenlivets overgange og forandringer,Føns Søsportsklub,45.000 kr.
1018,Koncert i Tivolis Koncertsal (2022),Voksenlivets overgange og forandringer,Publikumsorkesteret,20.000 kr.
1019,Renovering af klubhus facade (2022),Voksenlivets overgange og forandringer,Nexø Kajakklub,90.000 kr.
1020,Cykelture med senhjerneskadede og psykisk syge (2022),Voksenlivets overgange og forandringer,Aktivkomiteen Klitrosen,70.000 kr.
1021,Bogudgivelse: Øresundsregionens madkultur i historisk perspektiv (2022),Voksenlivets overgange og forandringer,Nielsen & Nielsen,15.000 kr.
1022,Årligt træf forgangbesværede medlemmer (2022),Voksenlivets overgange og forandringer,Frecia Døves Seniorklub,30.000 kr.
1023,Bus til SynsExpo (2022),Voksenlivets overgange og forandringer,Intercultural cooperation of Den-Asia - ICDA,10.000 kr.
1024,Bogudgivelse: En lille bog om gud (2022),Voksenlivets overgange og forandringer,Forlaget Multivers ApS,15.000 kr.
1025,Bogudgivelse: Proust (2022),Voksenlivets overgange og forandringer,Forlaget Multivers ApS,15.000 kr.
1026,Bogudgivelse: Spektakel (2022),Voksenlivets overgange og forandringer,Forlaget Multivers ApS,10.000 kr.
1027,Bogudgivelse: Havnen i gamle dage (2022),Voksenlivets overgange og forandringer,Wadskjær Forlag,10.000 kr.
1028,Bogudgivelse: Tankens glæde - efterskrift til Hans-Jørgen Schanz (2022),Voksenlivets overgange og forandringer,Forlaget Klim,15.000 kr.
1029,Anskaffelse af motionsudstyr til pensionisttræning (2022),Voksenlivets overgange og forandringer,Dybvad Boldklub,25.000 kr.
1030,Bogudgivelse: Digte og collager (2022),Voksenlivets overgange og forandringer,Forlaget Kahrius,10.000 kr.
1031,Bogudgivelse: På udflugt til virkeligheden. 40 års rundrejse i Flyvevåbnet (2022),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),7.500 kr.
1032,Bogudgivelse: Guitaren (2022),Voksenlivets overgange og forandringer,Hakon Holm Publishing Aps,15.000 kr.
1033,Bogudgivelse: Englemælk (2022),Voksenlivets overgange og forandringer,Forlaget Attika,7.500 kr.
1034,Bogudgivelse: Fanø dialektordbog (2022),Voksenlivets overgange og forandringer,Sognearkiverne Fanø,10.000 kr.
1035,Anskaffelse af PC med programmer (2022),Voksenlivets overgange og forandringer,Vestervangrådet,10.000 kr.
1036,Bogudgivelse: Danmark og Verden - Finurlige forskelle (2022),Voksenlivets overgange og forandringer,CanPublish,10.000 kr.
1037,Bogudgivelse: Søslottet (2022),Voksenlivets overgange og forandringer,Forlaget Kahrius,7.000 kr.
1038,Bogudgivelse: Da Aarhus blev moderne. Fortællinger fra 1930'erne (2022),Voksenlivets overgange og forandringer,Aarhus Universitetsforlag,20.000 kr.
1039,"Daylight Award, Architecture, 2022: Grafton Architects (2022)",Velux Fonden,Individuals,300.000 kr.
1040,Bogudgivelse: Anholt (2022),Voksenlivets overgange og forandringer,Ted Publishing,10.000 kr.
1041,Formiddagstennis for pensionister (2022),Voksenlivets overgange og forandringer,Virum-Sorgenfri Tennisklub,30.000 kr.
1042,Besøg hos ZAR Projekt (2022),Voksenlivets overgange og forandringer,Herreværelset-Helsingør,20.000 kr.
1043,Indkøb til nyoprettet Hemingway Club i Allerød Kommune (2022),Voksenlivets overgange og forandringer,Hemingway Club,20.000 kr.
1044,Bogudgivelse: Dansk fagbevægelse - de første hundrede år. Temaer og portrætter (2022),Voksenlivets overgange og forandringer,Knuths Forlag,10.000 kr.
1045,"Etablering af Jazzforeningen ""Jazz på Fejø"" (2022)",Voksenlivets overgange og forandringer,Jazz på Fejø,9.000 kr.
1046,Bogudgivelse: Kære far og mor - breve fra østfronten (2022),Voksenlivets overgange og forandringer,Hoven Landsbymuseum og Lokalarkiv,7.500 kr.
1047,Bogudgivelse: Megalitanlæg og ritualer ved Tustrup (2022),Voksenlivets overgange og forandringer,Vardemuseerne,35.000 kr.
1048,Økologisk besøgshave - Erholm (2022),Voksenlivets overgange og forandringer,Landsforeningen Praktisk Økologi,18.900 kr.
1049,Anskaffelse af coastal-båd til pensionistroning (2022),Voksenlivets overgange og forandringer,Aabenraa Roklub,30.000 kr.
1050,Bogudgivelse: Grundtvig og Mynster. Fætre i kamp (2022),Voksenlivets overgange og forandringer,Aarhus Universitetsforlag,15.000 kr.
1051,Forsamlingshus for seniorer i Tingbjerg (2022),Voksenlivets overgange og forandringer,Tingbjerg Pensionist Center,31.000 kr.
1052,Bogudgivelse: The Park (2022),Voksenlivets overgange og forandringer,Forlaget Wunderbuch,10.000 kr.
1053,Bogudgivelse: Da Myndighederne sagde Stop (2022),Voksenlivets overgange og forandringer,Edition Bløndal,20.000 kr.
1054,Bogudgivelse: Psykisk bæredygtighed (2022),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),10.000 kr.
1055,Anskaffelse af hjertestarter (2022),Voksenlivets overgange og forandringer,Hjerteforeningen,25.000 kr.
1056,Trædrejning for ældre i Ebeltoft (2022),Voksenlivets overgange og forandringer,Aktivitetscentret Kernehuset (Centerrådet på Ringparken),25.000 kr.
1057,Bogudgivelse: Stenene synger i vinden (2022),Voksenlivets overgange og forandringer,ProRex Forlag,15.000 kr.
1058,KreativitetsHuset i Lildstrand - Malerteam (2022),Voksenlivets overgange og forandringer,Foreningen KreativitetsHuset i Lildstrand,60.000 kr.
1059,Bogudgivelse: Gadehunden Manja der blev dansk prinsesse (2022),Voksenlivets overgange og forandringer,Forlaget Kahrius,7.500 kr.
1060,Indkøb af laserprinter (2022),Voksenlivets overgange og forandringer,Vejen Pensionistforening,4.500 kr.
1061,"Bogudgivelse: Disse øer - store, små - besøg på 50 danske og færøske øer (2022)",Voksenlivets overgange og forandringer,Forlaget Trykværket,15.000 kr.
1062,Bogudgivelse: ... meget efterlod de (2022),Voksenlivets overgange og forandringer,Historia Group Forlag Aps,15.000 kr.
1063,Opgradering af It-lokaler i Seniorværkstederne (2022),Voksenlivets overgange og forandringer,Seniorværkstederne i Svendborg,80.000 kr.
