,Year,Reciever,Grant size (DKK),Description,Project Category
203,2023,"Guderup Aktivitetscenter, Syddanmark",7.500 kr.,Udendørs hjertestarterskab,TRYGHED I HVERDAGEN
204,2023,"Tankefuld Rideklub, Syddanmark",7.495 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN
205,2023,"Nybøl og Stenderup Lokalråd, Syddanmark",7.500 kr.,Udendørs hjertestarterskab,TRYGHED I HVERDAGEN - Hjertestart
206,2023,"Skibslauget Frigg af Odense, Syddanmark",9.000 kr.,Gaspatroner og saltudløsere til redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
207,2023,"Sønderborg Kajak Klub, Syddanmark",8.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN
208,2023,"Vissenbjerg Pensionistforening, Syddanmark",7.500 kr.,Udendørs hjertestarterskab,TRYGHED I HVERDAGEN - Hjertestart
209,2023,"Rock Under Broen, Syddanmark",24.000 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN - Hjertestart
210,2023,"Frivilligcenter Odense, Syddanmark",375.000 kr.,Flere i fællesskab,VOKSNE
211,2023,"Bestyrelsen for seniorbofællesskabet Strandhusene, Syddanmark",4.375 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
212,2023,"Distrikt syd, Næstved kommune, Sjælland",148.832 kr.,Sansestimulering til demente,ÆLDRE - Flere gode leveår
213,2023,"Opvækstmiljøet Topsand, Syddanmark",50.000 kr.,Opvækstmiljøer forenes,BØRN OG UNGE
214,2023,"Støtteforeningen for bussen i område øst, Syddanmark",150.000 kr.,Opleve livet udenfor matriklen,ÆLDRE - Flere gode leveår
215,2023,"Ungeuniverset Vojens, Syddanmark",22.500 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN
216,2023,"Mødrehjælpen Vejle Lokalforening, Syddanmark",168.000 kr.,Ingen skal stå alene,BØRN OG UNGE - Alle med fra start
217,2023,"Mødrehjælpens lokalafdeling i Fredericia , Syddanmark",123.050 kr.,Familie campingferie 2024,BØRN OG UNGE
218,2023,"Højby Håndbold - Lykkeliga Odense, Syddanmark",100.000 kr.,Et fællesskab med mod på livet,BØRN OG UNGE
219,2023,"Smilets Lejr v. Ungdommens Røde Kors, Syddanmark",44.000 kr.,Tur i forlystelsespark,BØRN OG UNGE
220,2023,"Nakskov Cykle Club, Sjælland",7.500 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN
221,2023,"Blå Kors , Syddanmark",70.000 kr.,"Familienetværket, Aabenraa",VOKSNE
222,2023,"Red Barnet Vejen, Syddanmark",48.500 kr.,På togt med skonnerten Fylla,BØRN OG UNGE - Klar til livet
223,2023,"Det Kærlige Måltid, Syddanmark",1.493.000 kr.,Unge med i stærkt fællesskab,BØRN OG UNGE
224,2023,"Kløvermarkskolen, Syddanmark",28.350 kr.,Træningsdukker,TRYGHED I HVERDAGEN - Hjertestart
225,2023,"Red Barnet Vejen, Syddanmark",14.858 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
226,2023,"Danmarks Forsorgsmuseum, del af Svendborg Museum, Syddanmark",691.600 kr.,Unge stemmer på Fattiggården,BØRN OG UNGE - Alle med fra start
227,2023,"S/I Odense Friplejehjem Provstegaardshjemmet, Syddanmark",72.570 kr.,Tryghedsskabende rammer,ÆLDRE
228,2023,"Sønderborg Kvinde- & Krisecenter, Syddanmark",80.000 kr.,Efterværn,VOKSNE - Fællesskaber for alle
229,2023,"Red Barnet, Syddanmark",38.500 kr.,Familiesommerlejr,BØRN OG UNGE - Alle med fra start
230,2023,"FDF Odense 4. kreds, Syddanmark",25.120 kr.,Redningsveste / Svømmeveste,TRYGHED I HVERDAGEN - Respekt for vand
231,2023,"III Kolding Det Danske Spejderkorps ""Koldingspejderne"", Syddanmark",76.474 kr.,Redningsveste,TRYGHED I HVERDAGEN
232,2023,"Deutscher Ruderverein Hadersleben , Syddanmark",26.970 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
233,2023,"Vojens Hallerne, Syddanmark",19.750 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN - Hjertestart
234,2023,"Foreningsfællesskabet Ligeværd, Syddanmark",70.000 kr.,Et trygt fællesskab for alle,VOKSNE - Fællesskaber for alle
235,2023,"Holtegården, Bo-områder Socialpsykiatri. Familie, Handicap & Socialpsykiatri, Vejen Kommune, Syddanmark",30.000 kr.,Special-bygget trygheds-cykel,VOKSNE - Sundere liv
236,2023,"Sønderjysk Regattaforening, Syddanmark",12.560 kr.,Redningsveste,TRYGHED I HVERDAGEN
237,2023,"Red Barnet, Esbjerg - Ribe lokalforening, Syddanmark",145.000 kr.,Red Barnet Familieoplevelser,BØRN OG UNGE - Alle med fra start
238,2023,"FBU Forældrelandsforeningen, Syddanmark",125.000 kr.,Sommerlejr 2024,BØRN OG UNGE - Alle med fra start
239,2023,"Red Barnet , Syddanmark",15.000 kr.,Sommerlejr for UAKS,BØRN OG UNGE
240,2023,"Rusmiddelbehandling Guldborgsund, Sjælland",50.000 kr.,Unge med dobbeltdiagnoser,BØRN OG UNGE
241,2023,"Café nyt liv, Sjælland",18.750 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN - Hjertestart
242,2023,"Stubbekøbing ro og kajakklub, Sjælland",18.340 kr.,Redningsveste,TRYGHED I HVERDAGEN
243,2023,"Støtte og vejledning , Guldborgsund Kommune, Sjælland",40.000 kr.,Motion og socialt fællesskab,VOKSNE
244,2023,"Korsør Atletik & Motion, Sjælland",7.157 kr.,Dukker til førstehjælpstræning og hjertestartertræner,TRYGHED I HVERDAGEN
245,2023,"Holbæk Fridykkerklub Perledykkerne, Sjælland",6.000 kr.,Tilskud til bassinprøver,TRYGHED I HVERDAGEN - Respekt for vand
246,2023,"Solrød Strand Sejlklub, Sjælland",6.780 kr.,"Redningsveste, våddragter og hjelme",TRYGHED I HVERDAGEN - Respekt for vand
247,2023,"Aktivitetscentrene i Slagelse kommune, Sjælland",15.619 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN
248,2023,"Eggeslevmagle Landsbyråd, Sjælland",10.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN
249,2023,"Midtsjællands Gymnasium, Sjælland",10.998 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN
250,2023,"FGU Lolland Falster, Sjælland",8.125 kr.,Cykelhjelme,TRYGHED I HVERDAGEN
251,2023,"Foreningen Arbejdsgruppen Sjællands Odde 4.0, Sjælland",23.390 kr.,Førstehjælpskurser mm.,TRYGHED I HVERDAGEN
252,2023,"Kong Volmer Søtrop, Sjælland",30.900 kr.,Redningsveste,TRYGHED I HVERDAGEN
253,2023,"HjertePlus - Foreningen for aktivering af Hjerteassistenter, Sjælland",280.000 kr.,25 mobile hjertestartere,TRYGHED I HVERDAGEN - Hjertestart
254,2023,"Specialcenter Sigrid Undset, Sjælland",125.680 kr.,Ude-fitness på specialskole,BØRN OG UNGE - Klar til livet
255,2023,"Sejlklubben Køge Bugt Handicapafdeling, Sjælland",10.800 kr.,Servicering af oppustelige redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
256,2023,"Køge Natur og Miljøskole, Sjælland",9.670 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
257,2023,"Grundejerforeningen Kvanløsevænge, Sjælland",8.118 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
258,2023,"Fonden GRO, Sjælland",50.000 kr.,Ambulant rådgivning,VOKSNE
259,2023,"Køge Havkajak, Sjælland",18.024 kr.,Redningsveste mm.,TRYGHED I HVERDAGEN
260,2023,"TitiBogruppen / Børnehuset Ammershøj og Agersøgård skov og naturbørnehave, Sjælland",9.900 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN - Hjertestart
261,2023,"Støtteforeningen for Ringsted Krisecenter, Sjælland",13.486 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN
262,2023,"Hagested Lokalforum, Sjælland",6.875 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
263,2023,"Foreningen Fælleshuset Brarupvej 3a, Sjælland",22.500 kr.,Førstehjælpskurser og udendørs hjertestarterskab,TRYGHED I HVERDAGEN - Hjertestart
264,2023,"Solrød Kommune, Sjælland",13.450 kr.,Gyngestol til demenscenter,ÆLDRE - Flere gode leveår
265,2023,"Blæsenborgskolen, Centerafdelingen, specialskolen Lolland, Sjælland",8.125 kr.,Cykelhjelme,TRYGHED I HVERDAGEN - Andet
266,2023,"Højgård Grundejerforening, Sjælland",8.120 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
267,2023,"Andreasskolen, Sjælland",3.056 kr.,Taske og børnenøgle,TRYGHED I HVERDAGEN - Hjertestart
268,2023,"Region Sjælland, Psykiatrien Vest, Sjælland",31.037 kr.,Recovery Have,VOKSNE
269,2023,"Fjordlandskolen afd. Skuldelev , Sjælland",18.340 kr.,Redningsveste,TRYGHED I HVERDAGEN
270,2023,"NørreBrobyggerne, Hovedstaden",510.000 kr.,Familieliv i balance,VOKSNE - Fællesskaber for alle
271,2023,"Roskilde Ældre Motion, Sjælland",40.000 kr.,Tryghed under udendørs motion,TRYGHED I HVERDAGEN
272,2023,"Børnecenter København, Hovedstaden",820.000 kr.,Deltagelse ved hjælp af ASK,BØRN OG UNGE - Alle med fra start
273,2023,"Red Barnet, Hovedstaden",245.000 kr.,Solstråleoplevelser,BØRN OG UNGE - Alle med fra start
274,2023,"Foreningen Sjællandsgade Bad, Hovedstaden",189.972 kr.,Det Sociale Bad,VOKSNE - Fællesskaber for alle
275,2023,"Red Barnet Guldborgsund og Lolland lokalafdeling, Sjælland",203.000 kr.,Småbørnsklubber i Guldborgsund,BØRN OG UNGE - Alle med fra start
276,2023,"Aktiv Natur Velvære Bildsø Skov og Strand, Sjælland",17.049 kr.,Sikkerhedsudstyr til havkajak,TRYGHED I HVERDAGEN - Respekt for vand
277,2023,"Støtteforeningen Karen-Marie, Sjælland",29.963 kr.,"Redningsveste, AIS mm.",TRYGHED I HVERDAGEN
278,2023,"Skjulhøjgårds Plejecenter, Hovedstaden",40.000 kr.,Ud og få vind i håret,ÆLDRE - Flere gode leveår
279,2023,"Forglem os ej, Hovedstaden",179.600 kr.,Musikalsk brobygning i det fri,ÆLDRE
280,2023,"Den Grønne Dag- og Aftenskole ved Søerne, Hovedstaden",200.000 kr.,Øget livskvalitet for sårbare,VOKSNE - Fællesskaber for alle
281,2023,"kultur og idrætshallerne kalundborg, Sjælland",58.645 kr.,Førstehjælpskurser og træningsudstyr,TRYGHED I HVERDAGEN - Hjertestart
282,2023,"Roskilde Sejlklub, Sjælland",32.090 kr.,VHF-radioer og VHF-kursus,TRYGHED I HVERDAGEN - Respekt for vand
283,2023,"Kalundborg Biblioteker & Borgerservice, Sjælland",32.475 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN - Hjertestart
284,2023,"Parasport Helsingør, Hovedstaden",144.000 kr.,Et aktivt fritidsliv for alle,BØRN OG UNGE
285,2023,"KFUM Stevns-Nord Spejderne, Sjælland",30.900 kr.,Redningsveste,TRYGHED I HVERDAGEN
286,2023,"Red Barnet, Holbæk Lokalforening , Sjælland",45.000 kr.,Red Barnet sommerlejr 2024,BØRN OG UNGE - Alle med fra start
287,2023,"Foreningen Ringen i Slagelse, Sjælland",24.000 kr.,Foredrag og Walk and Talk,VOKSNE - Fællesskaber for alle
288,2023,"Hastrup FC, Sjælland",39.600 kr.,Fodbold i Hastrupparken 4600,BØRN OG UNGE
289,2023,"Ældre Sagen, Hovedstaden",217.890 kr.,Social Henvisning,VOKSNE - Fællesskaber for alle
290,2023,"Rønne Idræts Klub, Hovedstaden",12.900 kr.,Bassinlivredderprøver,TRYGHED I HVERDAGEN
291,2023,"Frivilligcenter Greve, Sjælland",24.975 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN
292,2023,"Mødrehjælpens lokalforening i Slagelse, Sjælland",51.000 kr.,Hyttetur for udsatte familier,BØRN OG UNGE
293,2023,"Red Barnet, Ringsted Lokalforening, Sjælland",50.000 kr.,Eventyr sommerlejr,BØRN OG UNGE - Klar til livet
294,2023,"Parasport Frederiksberg, Hovedstaden",126.000 kr.,Idrætundervisning...for alle!,BØRN OG UNGE - Alle med fra start
295,2023,"Kilden STU & Botilbud, Sjælland",200.000 kr.,Sanserum til sårbare unge,BØRN OG UNGE - Alle med fra start
296,2023,"Røde Kors Køge, Sjælland",40.000 kr.,Sommerlejr 2024,BØRN OG UNGE
297,2023,"Det Danske Spejderkorps, Sjælland",22.504 kr.,Redningsveste og sikkerhedsudstyr,TRYGHED I HVERDAGEN - Respekt for vand
298,2023,"Veteransport i TIK, Hovedstaden",5.000 kr.,Seniormesse 2024,ÆLDRE
299,2023,"HOLTE-HUS EFTERSKOLE, Hovedstaden",13.636 kr.,Formidling via vand- og landevej,TRYGHED I HVERDAGEN
300,2023,"Børnehuset Vi To, Hovedstaden",1.950 kr.,Cykelhjelme,TRYGHED I HVERDAGEN
301,2023,"Dog Run DK, Hovedstaden",6.000 kr.,Førstehjælpskursus og mobil hjertestarter,TRYGHED I HVERDAGEN
302,2023,"DDS Bagsværd gruppe, Hovedstaden",24.000 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN - Hjertestart
303,2023,"Grundejerforeningen Vellerup Sommerby, Hovedstaden",33.800 kr.,"Træningsdukker, hjertestartertræner og udstyr",TRYGHED I HVERDAGEN
304,2023,"ejerforeningenstrandslot sandvig, Hovedstaden",7.500 kr.,Udendørs hjertestarterskab,TRYGHED I HVERDAGEN - Hjertestart
305,2023,"Ung Krisecenter, Hovedstaden",9.375 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
306,2023,"VORES HOOD, Hovedstaden",100.000 kr.,VORES BELLAHOOD,BØRN OG UNGE
307,2023,"Kajakklubben Esrum Sø, Hovedstaden",10.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
308,2023,"Grib skov trop, De gule spejdere i Danmark, Hovedstaden",20.000 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN - Hjertestart
309,2023,"Skt. Knud Lavard Skole, Hovedstaden",42.146 kr.,Træningsdukker mm.,TRYGHED I HVERDAGEN
310,2023,"Dyrehavegaard Rideklub, Hovedstaden",9.875 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
311,2023,"Normannerne gruppe, Hovedstaden",10.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN
312,2023,"DDS Stenlænderne, Hovedstaden",14.625 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN
313,2023,"Værkstedsforeningen Faksegade 8, Hovedstaden",320.000 kr.,Håndværk for unge,BØRN OG UNGE - Parat til uddannelse
314,2023,"Ældre Sagen, Hovedstaden",10.737 kr.,Førstehjælpskursus - seniorer,TRYGHED I HVERDAGEN
315,2023,"Christianias Sundhedshus, Hovedstaden",8.119 kr.,Førstehjælpskursus på engelsk,TRYGHED I HVERDAGEN
316,2023,"De Dragør Vandhunde, Hovedstaden",17.600 kr.,Træningsdukker og hjertestartertræner,TRYGHED I HVERDAGEN
317,2023,"Red Barnet, Hovedstaden",100.000 kr.,Familieklub og -sommerlejr,BØRN OG UNGE
318,2023,"Amagerlands Sportsrideklub, Hovedstaden",9.875 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN
319,2023,"PPR Hørsholm kommune, Hovedstaden",5.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN
320,2023,"1. Søborg gruppe, Det Danske Spejderkorps, Hovedstaden",60.000 kr.,Førstehjælp for spejderledere,TRYGHED I HVERDAGEN
321,2023,"Vedbæk Vikingelaug, Hovedstaden",7.500 kr.,Udendørs hjertestarterskab,TRYGHED I HVERDAGEN
322,2023,"Det Danske Spejderkorps, Hovedstaden",10.000 kr.,Førstehjælpskursus til søsport,TRYGHED I HVERDAGEN
323,2023,"Københavns Kajakklub, Hovedstaden",20.000 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN - Hjertestart
324,2023,"Frivilligcenter Halsnæs, Hovedstaden",5.994 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
325,2023,"Det Danske Spejderkorps, Hovedstaden",8.800 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
326,2023,"Recovery Tour, Hovedstaden",8.849 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN
327,2023,"møllelængens børnehave, Hovedstaden",6.125 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
328,2023,"Red Barnet Hovedstaden, Hovedstaden",100.000 kr.,"Tryghed, Nærvær og Fællesskab",BØRN OG UNGE - Alle med fra start
329,2023,"Klemensker Børnehus, Hovedstaden",9.100 kr.,Cykelhjelme,TRYGHED I HVERDAGEN
330,2023,"Bagsværd Roklub, Hovedstaden",24.100 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
331,2023,"Bagsværd Kostskole og Gymnasie SFO Birken, Hovedstaden",18.340 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
332,2023,"4. Hvidovre Søspejdergruppe, Hovedstaden",30.178 kr.,Redningsveste og sikkerhedsudstyr til Projekt Ungebåd,TRYGHED I HVERDAGEN - Respekt for vand
333,2023,"Det Danske Spejderkorps, Hovedstaden",12.560 kr.,Redningsveste til kajakker,TRYGHED I HVERDAGEN
334,2023,"KFUM Spejderne Husumvold Gruppe, Hovedstaden",20.652 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
335,2023,"Kirkens Korshær, Hovedstaden",252.600 kr.,Værdifulde fællesskaber,BØRN OG UNGE - Alle med fra start
336,2023,"Usserød Vuggestue, Hovedstaden",4.875 kr.,Cykelhjelme,TRYGHED I HVERDAGEN - Andet
337,2023,"Hundested Skole, Hovedstaden",40.000 kr.,Tryg i og ved fjorden,TRYGHED I HVERDAGEN - Respekt for vand
338,2023,"Dragør Skole, Hovedstaden",9.750 kr.,Cykelhjelme,TRYGHED I HVERDAGEN
339,2023,"Erindringsfabrikken, Hovedstaden",219.000 kr.,En tur i erindringscentrifugen,ÆLDRE - Flere gode leveår
340,2023,"Lynæs Surfklub, Hovedstaden",14.872 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
341,2023,"Svaneke Friskole, Hovedstaden",3.250 kr.,Cykelhjelme,TRYGHED I HVERDAGEN - Andet
342,2023,"Det Lille Børnehus Tryllefløjten, Nærum, Hovedstaden",3.250 kr.,Cykelhjelme,TRYGHED I HVERDAGEN - Andet
343,2023,"Frivilligcenter & Selvhjælp Lyngby-Taarbæk, Hovedstaden",7.418 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN - Hjertestart
344,2023,"Recovery Tour, Hovedstaden",469.060 kr.,Recovery Tour,VOKSNE - Fællesskaber for alle
345,2023,"Borgerskolen, Gruppeordningen, Hovedstaden",5.850 kr.,Cykelhjelme,TRYGHED I HVERDAGEN
346,2023,"Københavns Kajakklub, Hovedstaden",18.340 kr.,Redningsveste,TRYGHED I HVERDAGEN
347,2023,"Høje Taastrup Kommune, Hovedstaden",37.200 kr.,Dukker: træning af livreddere,TRYGHED I HVERDAGEN - Hjertestart
348,2023,"Nybrogård Kollegiets Kano-/Kajaklaug, Hovedstaden",18.340 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
349,2023,"Fredensborg Multikulturel Kvindeforening, Hovedstaden",120.000 kr.,Forebygge sygdom og ensomhed,VOKSNE - Fællesskaber for alle
350,2023,"SMILfonden, Hovedstaden",1.500.000 kr.,Fællesskab gennem kreativitet,BØRN OG UNGE - Alle med fra start
351,2023,"Foreningen: Freias Venner, Hovedstaden",24.100 kr.,Redningsveste,TRYGHED I HVERDAGEN
352,2023,"Bådlauget Halvtolv, Hovedstaden",10.240 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
353,2023,"Dansk Handicap Forbund, Vestegnen, Hovedstaden",114.000 kr.,Større social samvær,ÆLDRE
354,2023,"Roklubben Furesø, Hovedstaden",29.875 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
355,2023,"Skovlunde skole afd. Rosenlund, Hovedstaden",15.450 kr.,Redningsveste,TRYGHED I HVERDAGEN
356,2023,"Dragør Roklub , Hovedstaden",16.990 kr.,Redningsveste,TRYGHED I HVERDAGEN
357,2023,"Asgård specialfritidsinstitution, Hovedstaden",13.000 kr.,Cykelhjelme,TRYGHED I HVERDAGEN - Andet
358,2023,"Hellerup Dameroklub, Hovedstaden",28.980 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
359,2023,"Foreningen Hus Forbi, Hovedstaden",1.030.000 kr.,Udvikling af Pant-for-Pant,VOKSNE - Fællesskaber for alle
360,2023,"Ambassadørforeningen for FC Prostata Danmark, Landsdækkende",58.000 kr.,Harald Nielsen Cup 2024,ÆLDRE - Flere gode leveår
361,2023,"Højskolen VIRKE, Landsdækkende",118.800 kr.,VIRKE-trang til civilsamfundet,STÆRKE RAMMER FOR TRYGHED
362,2023,"Afdeling for hjerte og lungekirurgi, Hjertecentret, Rigshospitalet, Landsdækkende",600.000 kr.,Bedre sundhed før operation,VOKSNE
363,2023,"Psykiatrisk Center København, Landsdækkende",50.000 kr.,Sct Hans Løbene 2024,VOKSNE - Sundere liv
364,2023,"Linie 14, Hovedstaden",488.000 kr.,Familie på ny,VOKSNE - Fællesskaber for alle
365,2023,"Sund By Netværket, Landsdækkende",3.433.000 kr.,Rekruttering til rygestop,VOKSNE - Sundere liv
366,2023,"UNICEF Danmark, Landsdækkende",1.670.269 kr.,Børnenes Nytårstale,STÆRKE RAMMER FOR TRYGHED
367,2023,"Ung i Gladsaxe - UNiG, Hovedstaden",40.000 kr.,Kridthus Musikfestival,BØRN OG UNGE - Alle med fra start
368,2023,"Københavns Universitet, Akutberedskabet Region Hovedstaden, Landsdækkende",866.932 kr.,Forløb af hjertestopopkald,TRYGHED I HVERDAGEN
369,2023,"Krims Retshjælp, Landsdækkende",659.940 kr.,Fængselsprojekt,VOKSNE - Fællesskaber for alle
370,2023,"Tænketanken EQUALIS, Landsdækkende",683.375 kr.,Tryghed for de mest utrygge,VOKSNE
371,2023,"Vidensråd for Forebyggelse, Landsdækkende",2.043.300 kr.,Sundhed efter pensionering,ÆLDRE
372,2023,"Forum for Mænds Sundhed, Landsdækkende",3.522.610 kr.,Netværk for mandefællesskaber,ÆLDRE - Flere gode leveår
373,2023,"Københavns Universitet, Landsdækkende",975.843 kr.,App til erkendelse af stroke,TRYGHED I HVERDAGEN
374,2023,"Hjerneskadeforeningen, Landsdækkende",1.654.700 kr.,Hjernehjælpskassen,ÆLDRE
375,2023,"Foreningen Familierum, Hovedstaden",66.000 kr.,Støtte i forældreskabet,BØRN OG UNGE - Klar til livet
376,2023,"Fonden for Socialt Ansvar, Landsdækkende",4.323.308 kr.,NEMpårørende,ÆLDRE - Et godt liv som pårørende
377,2023,"Ung i Gladsaxe, Hovedstaden",40.000 kr.,Kunstfællesskab,BØRN OG UNGE
378,2023,"Solskinslejren under Ungdommens Røde Kors, Hovedstaden",65.000 kr.,Socialt sårbare børn og unge,BØRN OG UNGE - Alle med fra start
379,2023,"FødevareBanken, Hovedstaden",1.100.000 kr.,Opskrift på unge fællesskaber,BØRN OG UNGE - Alle med fra start
380,2023,"Blå Kors Danmark , Landsdækkende",158.694 kr.,Tryghed via førstehjælp,TRYGHED I HVERDAGEN
381,2023,"Skoda Klub Danmark, Landsdækkende",11.625 kr.,Sikre liv ved uheld,TRYGHED I HVERDAGEN - Hjertestart
382,2023,"Operation Dagsværk, Landsdækkende",87.000 kr.,Dagsværk Appen (Addon),"STÆRKE RAMMER FOR TRYGHED - Styrk civilsamfund, debat og demokrati"
383,2023,"FOA, Landsdækkende",2.631.803 kr.,Tryghed den sidste tid i job,VOKSNE - Tryghed i arbejdslivet
384,2023,"Hjerneskadeforeningen Sydfyn & Øerne, Landsdækkende",162.000 kr.,Motion og fællesskaber 2024,ÆLDRE
385,2023,"Sammen om Mental Sundhed ved Komiteen for Sundhedsoplysning, Landsdækkende",3.826.690 kr.,DIIPTA til SMV’er,VOKSNE - Tryghed i arbejdslivet
386,2023,"Akutberedskabet Region Hovedstaden , Landsdækkende",560.000 kr.,Førstehjælp i folkeskolen,TRYGHED I HVERDAGEN - Hjertestart
387,2023,"SAVN - børn og pårørende til indsatte, Landsdækkende",959.050 kr.,Råd til indsattes familier,VOKSNE
388,2023,"Syddansk Universitet, Landsdækkende",799.050 kr.,Gode leveår i de højeste aldre,ÆLDRE
389,2023,"Landsforeningen Af nuværende og tidligere Psykiatribrugere, Landsdækkende",300.000 kr.,Projekt Sommerlejr 2024-2026,VOKSNE - Fællesskaber for alle
390,2023,"Gigtforeningen, Landsdækkende",3.783.910 kr.,"""Ud og træn i naturen, mand!""",VOKSNE
